tweet_id,username,text,hashtags,links
1646168579631378434,CNN,"prince harry the duke of sussex will attend the coronation of king charles next month but meghan the duchess of sussex will remain in the us with the couples children
",[],['https://t.co/qQGKrwFL2Y']
1646167803815243779,CNN,as young actors struggling to navigate the industry paulson would help her friend make ends meet ,[],['https://t.co/7DXjZlecGm']
1646163750272004097,CNN,the epas proposed new tailpipe rules could push evs to make up twothirds of new car sales in us by 2032 ,[],"['https://t.co/9kLOuke96Z', 'https://t.co/1SA8WGnAWR']"
1646160773691867140,CNN,the biden administration will propose new privacy safeguards for women seeking abortions ,[],['https://t.co/eSi4p3Zej1']
1646159015989202944,CNN,npr is suspending its use of twitter after clashing with the social media company over a controversial new stateaffiliated media label applied to its accounts ,[],['https://t.co/S4LY7NuvUl']
1646157617369169920,CNN,almost half of americans are not ready to buy an electric vehicle according to a new survey ,[],"['https://t.co/NzN1JXsb4b', 'https://t.co/AJ6g6XWb8Y']"
1646154963796602884,CNN,these robotic trash cans were filmed to test humanrobotic interactions ,[],['https://t.co/mNk8lWkHaG']
1646152128342237184,CNN,when football hall of famer deion sanders agreed to become head coach of the colorado buffaloes he probably never thought hed be asked to stand in the way of an actual charging buffalo ,[],['https://t.co/EcycDbBYnE']
1646149526359535623,CNN,more than a month after four americans were attacked and kidnapped by a drug cartel in mexico the two survivors say theyre still recovering from the trauma of the terrifying ordeal and the killings of their friends ,[],['https://t.co/tWGC9tGb6W']
1646146447610372097,CNN,tucker carlson raged against trump in private but in an interview with the former president he took a very different tone ,[],['https://t.co/zaU4BpbqZ9']
1646142663144480770,CNN,the american people are with you every step of the way president biden says preserving peace in northern ireland is a priority for democrats and republicans alike ,[],"['https://t.co/OeFD9yRwTV', 'https://t.co/6iOE482T4C']"
1646141630137729024,CNN,people in taiwan are rushing to buy patches being worn by their air force pilots that depict a formosan black bear punching winnie the pooh representing chinas leader xi jinping as a defiant symbol of the islands resistance ,[],"['https://t.co/8INv7mavqW', 'https://t.co/Nyxk0hN49d']"
1646141628753534980,CNN,shaquille oneal called louisiana state university forward angel reese the greatest athlete to come out of the school ,[],['https://t.co/pM3CbxXiT6']
1646140133010202625,CNN,these are the top places for expats to settle according to a new survey ,[],"['https://t.co/mSR6E6f1Ry', 'https://t.co/IoCdQtjcRi']"
1646139644239568900,CNN,inflation cooled for the ninth month in a row in march with prices rising at the slowest rate in nearly 2 years ,[],['https://t.co/EcjpBwUu5n']
1646135864555077633,CNN,every person killed in the troubles left an empty chair at their dining room table and a hole in the heart that was never filled president biden marks 25 years since the good friday agreement ended decades of sectarian violence in northern ireland ,[],"['https://t.co/kYWDIBlHKF', 'https://t.co/nUh1P2quu4']"
1646134285932326913,CNN,the worlds second richest man said that drastic action was needed when he came on board because the company was facing a 3 billion negative cash flow situation ,[],['https://t.co/7t0ETJfVat']
1646131309993918465,CNN,the nearly 65000squarefoot location shut its doors monday to ensure the safety of its employees a whole foods spokesperson said ,[],['https://t.co/1og3KGYfAJ']
1646128563119087616,CNN,#thewholestory with andersoncooper launches with reporting from npwcnn who travels with a group of migrants as they make the arduous trek on foot through central and south america the trek a migrant trail to america premieres sunday at 8 pm etpt ,['thewholestory'],['https://t.co/BPKDphtWMa']
1646126783299813376,CNN,only the 1987 brewers and the 1982 atlanta braves have begun their seasons with longer unbeaten streaks ,[],['https://t.co/CecwCoKDkS']
1646124782272823299,CNN,could this new england town have the best chocolate pastry outside of france ,[],"['https://t.co/OaZTwa1DrZ', 'https://t.co/Fynj0AAenz']"
1646123519518932992,CNN,as the supreme court prepares for another controversial abortion case the justices will pore over a ruling last week to block the governments approval of the key medication abortion drug at issue heres what could attract the courts attention ,[],['https://t.co/BX0kA876rF']
1646122767970885632,CNN,the blaze dubbed jimmys waterhole fire grew five times its size in about four hours after erupting in manchester township on tuesday according to the new jersey forest fire service ,[],['https://t.co/ei2GaTPUmc']
1646121012994424835,CNN,"the environmental protection agency proposed ambitious new car pollution rules that could push the us auto market strongly towards electric vehicles over the next decade
",[],['https://t.co/3WL4CWzajC']
1646120002414575616,CNN,workers are earning higher wages but they are still grappling with inflation ,[],"['https://t.co/aipQVIDVbT', 'https://t.co/eZKyJklDgJ']"
1646117464730750977,CNN,tim scott the only black republican in the senate launches a presidential exploratory committee for 2024 ,[],['https://t.co/gbdBJj5Syz']
1646117238221537284,CNN,"the white house has declared that fentanyl combined with xylazine an animal tranquilizer thats increasingly being used in illicit drugs is an emerging threat facing the united states
",[],['https://t.co/8PSKYaiT7E']
1646114449986551809,CNN,here are 5 things you need to know today 1 louisville vigil 2 indiana fire 3 leaked pentagon documents 4 cyclone ilsa threatens to hit australia 5 banned books ,[],['https://t.co/fZk3xGaO7E']
1646113465977786374,CNN,"the king of chemo has almost five million followers on tiktok where he posts motivational and humorous videos tracking his journey
",[],['https://t.co/vVZKr5M8Yk']
1646109688373604354,CNN,"kentucky is home to some of the highest firearm death rates in the country
",[],['https://t.co/KmrMQFHrju']
1646109685408301058,CNN,buckingham palace has revealed further details ahead of the coronation of king charles iii which will take place in london in less than a months time ,[],"['https://t.co/fWrYlP0OpH', 'https://t.co/JjEjB4108H']"
1646109664159883266,CNN,lawyers for donald trump asked a judge to delay the start of a sexual assault and defamation trial for one month to allow a cooling off period following the historic indictment charging the former president with falsifying business records ,[],['https://t.co/fSkI0SXFJZ']
1646107165986365440,CNN,how did prince become an international superstar #theprincemixtape explores how one of the great american music icons found his voice listen to the trailer ,['theprincemixtape'],"['https://t.co/ym1kUh6buw', 'https://t.co/UoROQQT54U']"
1646105954792947713,CNN,"louisville is set to host a vigil to let community members grieve the five people killed this week in a downtown bank shooting
",[],['https://t.co/GtbXP3OV78']
1646103621119909889,CNN,what we know about the fatal police shooting of jayland walker ,[],['https://t.co/EFfTEcOmJo']
1646102125594681348,CNN,"a fire that started at a recycling plant in the eastern indiana city of richmond was emitting toxic smoke and has forced evacuation orders for about 2000 people
",[],['https://t.co/GHk39pBebu']
1646098401002397697,CNN,"a rural texas county that was ordered by a federal judge to return banned books to its public library shelves is now considering shutting down its libraries entirely
",[],['https://t.co/YbhJI5cCBh']
1646094585838329859,CNN,kim kardashian has long been known to slay and now she may be taking that to the next level ,[],"['https://t.co/m0CABSH0E4', 'https://t.co/4kd3FtlAgX']"
1646090808070746115,CNN,"republican sen tim scott of south carolina plans to launch an exploratory committee for president
",[],['https://t.co/UkkN7cqEj7']
1646087020345798656,CNN,"cnn has reviewed 53 leaked pentagon documents all of which appear to have been produced between midfebruary and early march
",[],['https://t.co/b2n7ypuWw6']
1646083282864336897,CNN,"michael jordans 1998 gamewinning sneakers sold for 22 million at sothebys in new york smashing the sneaker auction record of 147 million
",[],['https://t.co/cCIeMiIGvV']
1646079492446646273,CNN,timothe chalamet will not be lipsyncing as he stars in an upcoming film about folk singer and songwriter bob dylan ,[],"['https://t.co/6sDEcYB3hM', 'https://t.co/o6HkkqVidg']"
1646075695762735107,CNN,"warren buffett says geopolitical tensions were a consideration in the decision to sell most of berkshire hathaways shares in global chip giant tsmc
",[],['https://t.co/bsoWdji8fV']
1646070963774144512,CNN,this mans longrunning prank on his wife chasing her with a lobster ,[],['https://t.co/82QWXuu2DK']
1646060847133863939,CNN,as the 70th anniversary of playboy draws near the brand is attempting radical change ,[],['https://t.co/kSZ0mkd3mD']
1646058836912926722,CNN,if you have seasonal allergies here are a few tips to combat your symptoms ,[],['https://t.co/cxFd5nT6LH']
1646056327519559680,CNN,could earth rovers help save agriculture ,[],['https://t.co/KMR1zrg1aX']
1646045751871414272,CNN,see the chipotle of the future ,[],['https://t.co/VWaNNWJfls']
1646030652515418113,CNN,british actress millie bobby brown has fans thinking she and partner jake bongiovi are engaged ,[],['https://t.co/0xCACsXOGx']
1646015559945863168,CNN,ariana grande voiced her feelings on tiktok on tuesday about commenting on one anothers appearance including her own ,[],['https://t.co/7Wq9K7TFmW']
1646004244313518081,CNN,the banking crisis could help the federal reserves fight to bring down inflation but the central bank needs to be cautious in its actions moving forward chicago fed president austan goolsbee said ,[],['https://t.co/bSD0BqRo9E']
1646000454206205952,CNN,jennifer lopez is showing her fierceness in the trailer for her new netflix action movie the mother ,[],['https://t.co/lipyjPVvBS']
1645996438369849344,CNN,tennessee republican gov bill lee has urged the states legislature to pass additional gun control measures an especially charged subject in a state that recently suffered a school shooting ,[],['https://t.co/F0yHPaptEZ']
1645992902563168256,CNN,asylum officers are frustrated by policy whiplash under biden and some are considering leaving their posts as administration officials contemplate restarting controversial trumpera border policies that would largely limit who could seek refuge in the us ,[],['https://t.co/1UnM73OZMQ']
1645988874219339777,CNN,a recent shooting at a louisville kentucky bank was especially personal for the citys mayor craig greenberg ,[],['https://t.co/cupxGWdYLQ']
1645985373837746176,CNN,experts believe hypoactive sexual desire disorder or hsdd affects at least 10 of women and up to 8 of men ,[],['https://t.co/945dRETkm0']
1645977813105688576,CNN,the nearly 65000square foot location shut its doors monday to ensure the safety of its employees a whole foods spokesperson said ,[],['https://t.co/42qI1cHqCE']
1645973794744311808,CNN,colombian police are investigating an acid attack perpetrated against a human rights activist lilia patricia cardozo ,[],['https://t.co/0NkrmuwdSf']
1645970256987320321,CNN,the justice department said it plans to seek a court order to put on hold a federal judges ruling from last month that put in jeopardy some of the affordable care acts mandates for insurers to provide nocost coverage of preventive care treatments ,[],['https://t.co/uTXGbImSd2']
1645966975737184258,CNN,latavia washington mcgee and eric williams join cnns andersoncooper to share the harrowing details of their kidnapping by a mexican cartel watch ,[],['https://t.co/BZimJfSZhr']
1645966235312455681,CNN,brittney griner the wnba star who was freed from russia late last year after being wrongfully detained is writing a memoir due out next spring ,[],['https://t.co/FTrudbeGTR']
1645962730145292294,CNN,the five louisiana law enforcement officers charged in the may 2019 violent arrest of black motorist ronald greene pleaded not guilty at their arraignment ,[],['https://t.co/FxJpUma6m9']
1645960435789643786,CNN,brazils president luiz incio lula da silva is heading to china on a state visit this week with talks with chinese leader xi jinping expected to focus largely on trade as well as the war in ukraine ,[],['https://t.co/eRe1zg0w6W']
1646174805182300162,BBC,the bbc emailed elon musk asking for an interview lets do it tonight was his reply listen to the conversation in full on #americast,['americast'],[]
1646076900001951749,BBC,news rylan is stepping down from hosting duties on #ittakestwo thank you rylan for the last four years continuing the sparkle of saturday night throughout the week you will be sorely missed by the entire strictly family ,['ittakestwo'],['https://t.co/EBeuLIDzU9']
1645726260704825345,BBC, bella ramsey jodie whittaker tamara lawrance amp siobhan finneran star in the second series of jimmy mcgoverns bbc drama time cowritten by jimmy mcgovern amp helen black its a moving and highstakes portrayal of life inside a womens prison more ,[],"['https://t.co/lEnbXdnEn5', 'https://t.co/OiM3pPAxti']"
1645701681240322050,BBC, bbc unveils special coverage and programming to mark coronation of his majesty the king and her majesty the queen consort meet the presenter lineup and learn about the range of programming to inform educate amp entertain the nation get all the info ,[],"['https://t.co/pUlU6lqo6A', 'https://t.co/FUPapF5GI8']"
1645305609930121216,BBC,25 years on from a peace agreement being reached once upon a time in northern ireland will share intimate unheard testimonies from all sides of the conflict from the makers of the bafta and emmy awardwinning series once upon a time in iraq coming soon to #iplayer ,['iplayer'],['https://t.co/y6rPtUjesp']
1644445166361559041,BBC, good news to round off good friday beyond paradise will be back for a second series and a christmas special find out more ,[],"['https://t.co/wHal0rX56r', 'https://t.co/1LKdAerhUe']"
1644358170683269121,BBC,our thoughts are with pauls family friends and bandmates ,[],['https://t.co/y2MrulxCA3']
1644350942043668482,BBC,s club 7 star paul cattermole has died aged 46 weeks after the band announced a comeback tour ,[],['https://t.co/1TYSKHxB2C']
1643667256881336322,BBC,what words of wisdom did sam ryder have for this years uk act mae muller tune in to the latest episode of #eurovisioncast to hear more,['eurovisioncast'],[]
1643667217697865755,BBC,sam ryder tells #eurovisioncast how he kept zen during last years #eurovision song contest,"['eurovisioncast', 'eurovision']",[]
1643640563843907586,BBC,so this happened thanks for the honour bbcthearchers bbceurovision eurovision #eurovision ,['eurovision'],['https://t.co/Ra7w1u5Nki']
1643640436068687873,BBC, good morning europe ambridge calling rylans been invited to judge the villages #eurovision variety show in a special episode of bbcthearchers on bbcradio4 but trouble ensues when his satnav goes awry find out more ,['eurovision'],"['https://t.co/qBSnuFG09j', 'https://t.co/Cn4P9ubXD0']"
1643533410093113344,BBC,my daily life is like an inelegant tai chi broadcaster markimardell talks openly about living with parkinsons disease on the latest #bbcnewscast,['bbcnewscast'],[]
1643306321884635167,BBC,in the market for even more #industry its confirmed series 3 is coming to #iplayer with kit harington joining the cast as henry muck ,"['industry', 'iplayer']",['https://t.co/PNua4CGlXV']
1642919550416027648,BBC,hi jinkx awardwinning actress singer and twotime rupauls drag race winner jinkxmonsoon will appear in a major role in the new series of #doctorwho ,['doctorwho'],['https://t.co/CGiqAufHB9']
1642916897837535236,BBC, hi jinkx awardwinning actress singer and twotime rupauls drag race winner jinkx monsoon joins #doctorwho in a major role find out more ,['doctorwho'],"['https://t.co/3Hqu5mxotx', 'https://t.co/HXWXpM08Jz']"
1642821744636354560,BBC,could we be any more excited head to for a chance to play #thetraitors #iplayer ,"['thetraitors', 'iplayer']","['https://t.co/6DsNVFpoPu', 'https://t.co/z9ZOQ09gtr']"
1642130511861628929,BBC,got you whilst cyberslaying in the metaverse is high up on our todo list we wont be taking glow up off your screens but tune in to the new series for a metaverse assignment that will blow your mind glow up britains next makeup star coming soon to bbc three amp iplayer ,[],['https://t.co/XDArrrTcWY']
1642130457771794432,BBC,april fools whilst wed love nothing more than to see kerry and kurtan on project icon were not sure the music industry is ready for that #bbcthree #iplayer #projecticon #thiscountry ,"['bbcthree', 'iplayer', 'projecticon', 'thiscountry']",['https://t.co/LZ0pKYqei6']
1642085556187217920,BBC,were taking glow up from irl to url the next series of glow up will exist entirely in the metaverse get ready for cyberspace challenges crypto prizes and vr face offs #glowup britains next metaverse star coming soon to bbcthree amp bbciplayer or is it ,['glowup'],['https://t.co/JTPVJetjdo']
1642084498228535297,BBC,in a world where jason derulo kerry mucklowe and charlotte crosby collide we bring you the three cinematic universe coming soon to a screen near you #bbcthree #iplayer #jasonderulo #thiscountry #charlottecrosby ,"['bbcthree', 'iplayer', 'jasonderulo', 'thiscountry', 'charlottecrosby']",['https://t.co/LkDRoKF7fu']
1641898161429008390,BBC,and now on #gogglebox too ,['gogglebox'],['https://t.co/jQeeUupgRU']
1641772806223409152,BBC, lily savages blankety blank to air on bbcone and bbciplayer in memory of paul ogrady in a change to the advertised programme a classic episode of blankety blank with paul ogrady as lily savage will be broadcast this weekend more info ,[],"['https://t.co/eh0LSPLz39', 'https://t.co/J2MlC41XOl']"
1641752909393063937,BBC, contenders ready gladiators ready with a brand new logo the exciting and iconic gameshow gladiators is coming to the bbc and you can witness them in action find out how you can be in the audience here ,[],"['https://t.co/VuhH6Hmzlp', 'https://t.co/HIhe4GTp5s']"
1641750233506889730,BBC, theyre back and bringing more celebrity couple confessions hilarious beefs and incredible audience moments to bbcone and bbciplayer the chris amp rosie ramsey show returns this may find out more ,[],"['https://t.co/dOZDDR3uZc', 'https://t.co/GgnASY2Ocm']"
1641726517011963904,BBC, farewell button house our beloved #ghosts have decided its time to rest in peace the next series of hit bbc comedy ghosts will be the last more info ,['ghosts'],"['https://t.co/5lBR6a3Up1', 'https://t.co/686LyyaoKZ']"
1641484335344758795,BBC,check out what happened when bluhydrangea chorizamay and iamlefil from dragraceukbbc channelled their inner frida kahlo putting on their best fridainspired looks and serving all the creativity and glam you could ever want bbcthree bbc ,[],['https://t.co/7ZzUL2NbgE']
1641016529780187137,BBC, it was a brilliant night for the bbc at the royal television society programme awards with 17 wins across multiple categories read all about it ,[],"['https://t.co/gnWzAbUg0F', 'https://t.co/4lh62oR4MP']"
1640791626736979993,BBC,a new family is heading into the queen victoria linda is secretly teaming up with her mother elaine who brings her new lover george knight and his two daughters gina and anna to the square find out more over on our official instagram or facebook page #news #eastenders ,"['news', 'eastenders']",['https://t.co/ujh6EskeE4']
1640791588371562497,BBC, theres trouble brewing in albert square as a new family is heading into the queen victoria colin salmon harriet thorpe francesca henry and molly rainford are joining #eastenders will they be lindas knights in shining armour find out more ,['eastenders'],"['https://t.co/jyjrVh5mHa', 'https://t.co/s5fNbWrlX8']"
1640775766588915712,BBC,lets talk about screens head to to have your say cbeebieshq ,[],"['https://t.co/OVgl3dbaS7', 'https://t.co/Em65Gchr1X']"
1640663477927772161,BBC, leahcwilliamson tops the womans hour power list 2023 bbcwomanshour has revealed its list of 30 phenomenal uk women who have made significant impact in the sporting world more here ,[],"['https://t.co/pERngRttyp', 'https://t.co/8eX36anZnU']"
1640639099060068355,BBC, heres your first look at ten pound poms the drama follows a group of brits as they leave dreary postwar britain in 1956 to embark on a lifealtering adventure in australia where theyve been promised a new life for just 10 find out more ,[],"['https://t.co/AXISOI1ez1', 'https://t.co/TSsnYOqgQf']"
1640290021310693377,BBC, unwind this spring with the bbctwo series bampb by the sea follow fifteen celebrities across northern irelands causeway coast to relax and recharge read more ,[],"['https://t.co/cer4SLuF2g', 'https://t.co/PVeWVlYpge']"
1639200271241981953,BBC,sometimes ive felt like a novelty outside of actors there wont be many workingclass people there tony schumacher tonyshoey screenwriter for the bafta nominated drama the responder speaks to #bbcnewscast hear more on the latest episode,['bbcnewscast'],[]
1638842305288491009,BBC,boris johnson has clashed with mps over partygate denials but did he mislead parliament listen to the latest #bbcnewscast to hear more from adamfleming and chrismasonbbc,['bbcnewscast'],[]
1638510848590348289,BBC, 12 food entrepreneurs 150000 of gordonramsays own cash one lifechanging investment watch gordon ramsays #futurefoodstars on bbciplayer and bbc one from 30 mar at 9pm #iplayer ,"['futurefoodstars', 'iplayer']",['https://t.co/AjZAkHoUni']
1638470251380633600,BBC,how do you make the blue peter set accessible abby cook 20 is the childrens shows first disabled presenter listen to the full interview here ,[],"['https://t.co/OAruZPZz5b', 'https://t.co/YPhUEA5Yoi']"
1638219709379125248,BBC,if you know someone age 1118 who wants to report on a story or issue which is important to them we want to hear it the #bbcyoungreportercompetition is open for 2023 entries story ideas need to be uploaded online on 31 march 2023 by 2359 ,['bbcyoungreportercompetition'],"['https://t.co/9Rz1wKhTlw', 'https://t.co/pLri4RFkpf']"
1638148652769107968,BBC, this is not a drill bbc drama vigil reveals series two casting and story details bbcone bbciplayer more here ,[],"['https://t.co/S3gjeHWlcR', 'https://t.co/yMxA4gbOvr']"
1638105025707757568,BBC, weve got great expectations for the upcoming steven knight adaptation coming to bbcone and bbciplayer on 26 march meet the cast and people behind the camera bringing the classic tale to life read more here ,[],"['https://t.co/OCpO4d4G3X', 'https://t.co/x1tuCVBrLK']"
1637836058195795969,BBC,the wait is over lady killers with lucyworsley is back,[],[]
1636859755212820481,BBC,its not over we have more 10pm when comic relief did celeb big brother bbc two 1040pm best of the best bits on bbc one #comicrelief paddymcguinness ,['comicrelief'],['https://t.co/0kxjwRxB6l']
1636809320393261065,BBC,tonight in comicrelief the lovely saradaviescc and i listen to some very special pitchers its inspiring heartwarming stuff for a great cause #rednoseday #comicrelief ,"['rednoseday', 'comicrelief']",['https://t.co/suMd5sfN6s']
1636806890284826634,BBC,whaaaat is going on here david tennant just appeared on comicrelief in the uk #rednoseday ,['rednoseday'],['https://t.co/cQSXsAPP8k']
1636784977558765572,BBC,the countdown is on for tonight its going to be amazing and we have some very special people hosting tune in to bbcone and bbciplayer at 7pm joeldommett zoetheball paddymcguinness ajodudu ,[],['https://t.co/hyWl5oBMED']
1636751995053699072,BBC,the more you lay the more you get paid #brickies is back for series 2 to see how the gang get on watch from 20 march on bbcthree and bbciplayer ,['brickies'],['https://t.co/ysjWxVldfK']
1636710622418149379,BBC,traitors eurovision ghosts and more watch red nose day on iplayer from tonight at 7pm #rednoseday #iplayer ,"['rednoseday', 'iplayer']",['https://t.co/n0f9Nv7lcS']
1636690125412352001,BBC,today is the day happy #rednoseday everyone make sure you tag us in everything you get up to and most importantly have fun ,['rednoseday'],['https://t.co/RiUyXBBpQ6']
1636454026429583360,BBC,cbeebies bedtime stories and comicrelief had a cunning plan for the grownup bedtime story baldrick from blackadder returns for #rednoseday in this richard curtis special illustrated by chris riddell bbc one friday night on comic relief not for the small ones ,['rednoseday'],['https://t.co/SYeQreQ5Tj']
1636402361777393664,BBC, fancy your chances at interview with this lot ahead of the apprentice interviews tonight from 9pm on bbcone and bbciplayer karren brady claude littner mike soutar and linda plant tell us how they prepare to grill the final five read ,[],"['https://t.co/BpeKkdayvx', 'https://t.co/fcm829rmhM']"
1635999044118929408,BBC, before they race across the world we caught up with this years five fierce pairs to learn all about their strategies for victory and find out whats really in their backpacks meet them ,[],"['https://t.co/iXLzmrID5N', 'https://t.co/HlAnOXLmEf']"
1635983285988761603,BBC, stacey dooley follows a group of ukrainian civilians as they arrive in the uk to begin five weeks of intensive army training in stacey dooley ready for war a oneoff documentary for bbcthree and bbciplayer read more ,[],"['https://t.co/3X6JElLBt2', 'https://t.co/3WHHNglYGO']"
1635604185231024129,BBC,this red nose day emmawillis oti mabuse and rylan will be taking on the ultimate test of willpower determination and survival skills watch emma oti amp rylans big red nose day challenge on iplayer from tonight at 9pm #rednoseday #iplayer ,"['rednoseday', 'iplayer']",['https://t.co/GbDAAhF2KL']
1635196256464273409,BBC, chief content officer charlotte moore celebrates the bbcs double #oscars victory were so proud to have played a part in these extraordinary films and demonstrate our commitment to bringing world class storytelling to audiences more ,['oscars'],['https://t.co/RTTVsk18bd']
1635194973560635392,BBC, the bbcs celebrating two big wins at the academy awards animated short film went to the boy the mole the fox and the horse and navalny won documentary feature film read more ,[],"['https://t.co/RTTVsk18bd', 'https://t.co/F4hrdiN9nW']"
1634600079750311939,BBC,one of our famous pointless trophies has been stolen we cant believe it #rednoseday #iplayer #tellytreasures comicrelief xanderarmstrong ,"['rednoseday', 'iplayer', 'tellytreasures']",['https://t.co/8rdLAWP9pc']
1634125314946224128,BBC, spoiler alert lord sugars final five apprentice candidates have been revealed and we caught up with them to find out how theyre feeling ahead of those all important interviews meet them ,[],"['https://t.co/xUEJzfUdtc', 'https://t.co/SN5x12F7hL']"
