tweet_id,username,text,hashtags,links
1645249090358263808,vicky_whedbee,#eastersunday 81 years young and just me and my #piano i have 846 #youtube #subscribers and want to get to 1000 over 1900 #songs now uploaded for your #entertainment #listen #musical #entertainmentnews #singing #classics #retweet #bgt #musicfair ,"['eastersunday', 'piano', 'youtube', 'subscribers', 'songs', 'entertainment', 'listen', 'musical', 'entertainmentnews', 'singing', 'classics', 'retweet', 'bgt', 'musicfair']",['https://t.co/2wTaOQV8Ly']
1645254017378050049,DogeGod_token,2 approve for 006 and use everytime you want to send some #dogegod easily found at the bottom of #bnb #bsc #bscnews #1000xgem #bscgem zodiacsc #web3 #technology amp #innovation,"['dogegod', 'bnb', 'bsc', 'bscnews', '1000xgem', 'bscgem', 'web3', 'technology', 'innovation']",['https://t.co/19xmTegM1N']
1645253950084464643,leal_reposts,"the end of photogrammetry is near
if we have been discussing nerf as a potential threat to photogrammetry then you should really pay attention to this paper from a video join me on telegram tdotmemichalgula #artificialintelligence #nerf #photogrammetry #technology ","['artificialintelligence', 'nerf', 'photogrammetry', 'technology']",['https://t.co/brOM8OFJ0D']
1645253621603287040,justkeepgoingjp,"are you aware of how technology is changing our learning
#technology #education #justkeepgoing ","['technology', 'education', 'justkeepgoing']",['https://t.co/sG4XfA3BiW']
1645253518876393473,andrewmorrisuk,in the world of cybersecurity humanities research plays an integral role #infosec #ciberseguridad #cybersecurity #cyberattack #hacking #privacy #threat #malware #ransomware #cyberwarning #phishing #spyware #tech #technology ,"['infosec', 'ciberseguridad', 'cybersecurity', 'cyberattack', 'hacking', 'privacy', 'threat', 'malware', 'ransomware', 'cyberwarning', 'phishing', 'spyware', 'tech', 'technology']","['https://t.co/OcBLWEjUyI', 'https://t.co/gc1qzDaTNZ']"
1645253391571107841,CommodityStory,startupdailynet has published what the jetsons got right and very wrong about the future ofwork on 1042023 #technology #startups #productivity ,"['technology', 'startups', 'productivity']",['https://t.co/q6Z51ncSG8']
1645253333232373766,wtompkins72,the big banks fear xrp because it challenges their monopoly on global finance regardless this #technology is the key to the greatest wealth transfer and a brighter future ,['technology'],['https://t.co/41NKlIg3xP']
1645253328282984448,chidambara09, nfls damar hamlin a #healthcare miracle at #himss23 himss org #technology #healthtech himss ,"['healthcare', 'himss23', 'technology', 'healthtech']","['https://t.co/Yj7G9oUkuo', 'https://t.co/ZQgtiePp0U']"
1645253202734899201,chidambara09,#healthcare #cybersecurity solutions and simulations at #himss23 himss org #technology #healthtech himss ,"['healthcare', 'cybersecurity', 'himss23', 'technology', 'healthtech']","['https://t.co/jNXDcca7MP', 'https://t.co/tTKWrXeCuo']"
1645253115782856704,chidambara09,build the workforce of the future at #himss23 himss org #futureofwork #healthcare #technology #healthtech ,"['himss23', 'futureofwork', 'healthcare', 'technology', 'healthtech']","['https://t.co/FrSaI06IIQ', 'https://t.co/BSrtnP9tSI']"
1645253090688536576,fixyanet,ancient droppings reveal insights about new zealands critically endangered kakapo #trending #news #tech #technology #technews #technologynews #fixyanet,"['trending', 'news', 'tech', 'technology', 'technews', 'technologynews', 'fixyanet']",['https://t.co/KlzqbWQzZc']
1645252785816961026,CyberSecPlace,in the world of cybersecurity humanities research plays an integral role #infosec #ciberseguridad #cybersecurity #cyberattack #hacking #privacy #threat #malware #ransomware #cyberwarning #phishing #spyware #tech #technology ,"['infosec', 'ciberseguridad', 'cybersecurity', 'cyberattack', 'hacking', 'privacy', 'threat', 'malware', 'ransomware', 'cyberwarning', 'phishing', 'spyware', 'tech', 'technology']","['https://t.co/OcBLWEjUyI', 'https://t.co/gc1qzDaTNZ']"
1645252764904091650,CioAmaro,in the world of cybersecurity humanities research plays an integral role #infosec #ciberseguridad #cybersecurity #cyberattack #hacking #privacy #threat #malware #ransomware #cyberwarning #phishing #spyware #tech #technology ,"['infosec', 'ciberseguridad', 'cybersecurity', 'cyberattack', 'hacking', 'privacy', 'threat', 'malware', 'ransomware', 'cyberwarning', 'phishing', 'spyware', 'tech', 'technology']","['https://t.co/OcBLWEjUyI', 'https://t.co/gc1qzDaTNZ']"
1645252762085756929,orfecon,soumyabhswears amp debosmita2005 the #bob region has immense potential in building selfreliance of regional #valuechains across sectors such as #food #energy #technology that can be harnessed with targeted policymaking ,"['bob', 'valuechains', 'food', 'energy', 'technology']",['https://t.co/Xj4RKmYzjV']
1645252421877379072,srdmk01, introducing sana the first aipowered news anchor in india sana will provide news updates on aaj tak news channel sana introduced herself to prime minister modi how will this affect the use of human anchors only time will tell #artificialintelligence #technology ,"['artificialintelligence', 'technology']",['https://t.co/mVbkMnfhLM']
1645252386997379073,tshrinivasan,heres a great way to shrug off the monday morning blues #kcdchennai2023 is open submit your cfp we welcome proposals on a wide variety of open source and cloudnative topics #kubernetes #technology #chennai #opensource #conference #cloudnative ,"['kcdchennai2023', 'kubernetes', 'technology', 'chennai', 'opensource', 'conference', 'cloudnative']","['https://t.co/TrLvzibGPd', 'https://t.co/cXjBgWqNrB']"
